ticker,name,ISIN,申万行业分类,申万行业代码,中信行业分类,中信行业代码,上证50,沪深300,中证500,市值,申万一级名称,申万二级名称
000513.SZ,丽珠集团,CNE0000002Y8,医药生物-化学制药-化学制剂,6115000000000000-6115010000000000-6115010200000000,医药--化学制药--化学制剂,b10i000000000000-b10i010000000000-b10i010200000000,否,否,是,405.3936514,医药生物,化学制药
000514.SZ,渝开发,CNE0000004R8,房地产-房地产开发Ⅱ-房地产开发Ⅲ,6118000000000000-6118010000000000-6118010100000000,房地产--房地产开发和运营--住宅物业开发,b10n000000000000-b10n010000000000-b10n010100000000,否,否,否,32.99144473,房地产,房地产开发Ⅱ
000516.SZ,国际医学,CNE000000016,医药生物-医疗服务Ⅱ-医疗服务Ⅲ,6115000000000000-6115060000000000-6115060100000000,医药--其他医药医疗--医疗服务,b10i000000000000-b10i040000000000-b10i040300000000,否,否,否,173.6494435,医药生物,医疗服务Ⅱ
000517.SZ,荣安地产,CNE0000000R6,房地产-房地产开发Ⅱ-房地产开发Ⅲ,6118000000000000-6118010000000000-6118010100000000,房地产--房地产开发和运营--住宅物业开发,b10n000000000000-b10n010000000000-b10n010100000000,否,否,否,92.01535982,房地产,房地产开发Ⅱ
000518.SZ,四环生物,CNE0000001P8,医药生物-生物制品Ⅱ-生物制品Ⅲ,6115000000000000-6115020000000000-6115020100000000,医药--生物医药Ⅱ--生物医药Ⅲ,b10i000000000000-b10i030000000000-b10i030100000000,否,否,否,47.87436432,医药生物,生物制品Ⅱ
000519.SZ,中兵红箭,CNE000000198,国防军工-地面兵装Ⅱ-地面兵装Ⅲ,1000012579000000-1000012585000000-1000012586000000,国防军工--兵器兵装Ⅱ--兵器兵装Ⅲ,b10c000000000000-b10c020000000000-b10c020100000000,否,否,是,137.7240833,国防军工,地面兵装Ⅱ
000520.SZ,长航凤凰,CNE0000003M1,交通运输-航运Ⅱ-航运Ⅲ,6117000000000000-6117060000000000-6117060100000000,交通运输--航运港口--航运,b10o000000000000-b10o030000000000-b10o030100000000,否,否,否,35.32171258,交通运输,航运Ⅱ
000521.SZ,长虹美菱,CNE000000BT4,家用电器-白色家电-冰箱,6111000000000000-6111010000000000-6111010100000000,家电--白色家电Ⅱ--白色家电Ⅲ,b10g000000000000-b10g010000000000-b10g010100000000,否,否,否,34.68064965,家用电器,白色家电
000523.SZ,广州浪奇,CNE0000005T1,化工-化学制品-日用化学产品,6103000000000000-6103040000000000-6103040400000000,基础化工--其他化学制品Ⅱ--日用化学品,b106000000000000-b106040000000000-b106040100000000,否,否,否,26.105378,化工,化学制品
000524.SZ,岭南控股,CNE000000651,休闲服务-旅游综合Ⅱ-旅游综合Ⅲ,6121000000000000-6121040000000000-6121040100000000,消费者服务--旅游及休闲--旅游服务,b10f000000000000-b10f010000000000-b10f010200000000,否,否,否,52.67839572,休闲服务,旅游综合Ⅱ
000525.SZ,红太阳,CNE0000002Z5,化工-化学制品-农药,6103000000000000-6103040000000000-6103040300000000,基础化工--农用化工--农药,b106000000000000-b106010000000000-b106010500000000,否,否,否,41.11871941,化工,化学制品
000526.SZ,紫光学大,CNE0000005F0,传媒-互联网传媒-移动互联网服务,6122010000000000-1000012608000000-1000012609000000,消费者服务--教育--K12培训,b10f000000000000-1000034776000000-1000034779000000,否,否,否,48.08793399,传媒,互联网传媒
000528.SZ,柳工,CNE000000DB8,机械设备-专用设备-工程机械,6107000000000000-6107040000000000-6107040200000000,机械--工程机械Ⅱ--工程机械Ⅲ,b10a000000000000-b10a010000000000-b10a010100000000,否,否,是,111.579656,机械设备,专用设备
000529.SZ,广弘控股,CNE0000002B6,传媒-文化传媒-平面媒体,6122010000000000-1000012604000000-6122010100000000,传媒--媒体--出版,b10s000000000000-b10s010000000000-b10s010100000000,否,否,否,40.1647747,传媒,文化传媒
000530.SZ,冰山冷热,CNE000000DK9,机械设备-通用机械-制冷空调设备,6107000000000000-6107020000000000-6107020500000000,机械--通用设备--其他通用机械,b10a000000000000-b10a030000000000-b10a030500000000,否,否,否,31.45182651,机械设备,通用机械
000531.SZ,穗恒运A,CNE000000DS2,公用事业-电力-火电,6116000000000000-6116010000000000-6116010100000000,电力及公用事业--发电及电网--火电,b104000000000000-b104010000000000-b104010100000000,否,否,否,70.90607187,公用事业,电力
000532.SZ,华金资本,CNE0000002C4,电子-元件Ⅱ-被动元件,6108000000000000-6108030000000000-1000004607000000,电子--其他电子零组件Ⅱ--其他电子零组件Ⅲ,b10p000000000000-1000034839000000-1000034840000000,否,否,否,41.5718258,电子,元件Ⅱ
000533.SZ,顺钠股份,CNE0000003T6,电气设备-高低压设备-中压设备,6107010000000000-1000012574000000-1000012576000000,电力设备及新能源--电气设备--输变电设备,b10b000000000000-b10b020000000000-b10b020100000000,否,否,否,21.8297856,电气设备,高低压设备
000534.SZ,万泽股份,CNE0000004T4,医药生物-生物制品Ⅱ-生物制品Ⅲ,6115000000000000-6115020000000000-6115020100000000,房地产--房地产开发和运营--住宅物业开发,b10n000000000000-b10n010000000000-b10n010100000000,否,否,否,64.66974012,医药生物,生物制品Ⅱ
000536.SZ,*ST华映,CNE0000002D2,电子-光学光电子-显示器件Ⅲ,6108000000000000-6108040000000000-6108040100000000,电子--光学光电--显示零组,b10p000000000000-1000034831000000-1000034835000000,否,否,否,58.08668886,电子,光学光电子
000537.SZ,广宇发展,CNE000000271,房地产-房地产开发Ⅱ-房地产开发Ⅲ,6118000000000000-6118010000000000-6118010100000000,房地产--房地产开发和运营--住宅物业开发,b10n000000000000-b10n010000000000-b10n010100000000,否,否,是,123.8576279,房地产,房地产开发Ⅱ
000538.SZ,云南白药,CNE0000008X7,医药生物-中药Ⅱ-中药Ⅲ,6115000000000000-6115050000000000-6115050100000000,医药--中药生产--中成药,b10i000000000000-b10i020000000000-b10i020200000000,否,是,否,1225.029781,医药生物,中药Ⅱ
000539.SZ,粤电力A,CNE0000006J0,公用事业-电力-火电,6116000000000000-6116010000000000-6116010100000000,电力及公用事业--发电及电网--火电,b104000000000000-b104010000000000-b104010100000000,否,否,否,204.2360471,公用事业,电力
000540.SZ,中天金融,CNE000000FL2,房地产-房地产开发Ⅱ-房地产开发Ⅲ,6118000000000000-6118010000000000-6118010100000000,房地产--房地产开发和运营--住宅物业开发,b10n000000000000-b10n010000000000-b10n010100000000,否,否,否,219.9649969,房地产,房地产开发Ⅱ
000541.SZ,佛山照明,CNE000000DN3,电子-光学光电子-LED,6108000000000000-6108040000000000-1000004608000000,家电--照明电工及其他--照明电工,b10g000000000000-b10g040000000000-b10g040100000000,否,否,否,79.62279616,电子,光学光电子
000543.SZ,皖能电力,CNE000000DF9,公用事业-电力-火电,6116000000000000-6116010000000000-6116010100000000,电力及公用事业--发电及电网--火电,b104000000000000-b104010000000000-b104010100000000,否,否,是,95.2082599,公用事业,电力
000544.SZ,中原环保,CNE000000F30,公用事业-水务Ⅱ-水务Ⅲ,6116000000000000-6116040000000000-6116040100000000,电力及公用事业--环保及公用事业--环保及水务,b104000000000000-b104020000000000-1000034695000000,否,否,否,71.63930987,公用事业,水务Ⅱ
000545.SZ,金浦钛业,CNE0000002F7,化工-化学原料-其他化学原料,6103000000000000-6103030000000000-6103030400000000,基础化工--化学原料--钛白粉,b106000000000000-b106030000000000-1000034701000000,否,否,否,36.51282455,化工,化学原料
000546.SZ,金圆股份,CNE0000004G1,建筑材料-水泥制造Ⅱ-水泥制造Ⅲ,6106010000000000-6106010200000000-1000012546000000,建材--结构材料--水泥,b108000000000000-1000034723000000-1000034724000000,否,否,否,56.52837172,建筑材料,水泥制造Ⅱ
000547.SZ,航天发展,CNE000000DM5,国防军工-地面兵装Ⅱ-地面兵装Ⅲ,1000012579000000-1000012585000000-1000012586000000,国防军工--航空航天--航天军工,b10c000000000000-b10c010000000000-b10c010200000000,否,否,是,326.703305,国防军工,地面兵装Ⅱ
000548.SZ,湖南投资,CNE000000DT0,交通运输-高速公路Ⅱ-高速公路Ⅲ,6117000000000000-6117050000000000-6117050100000000,交通运输--公路铁路--公路,b10o000000000000-b10o010000000000-b10o010100000000,否,否,否,20.81729932,交通运输,高速公路Ⅱ
000550.SZ,江铃汽车,CNE000000CV8,汽车-汽车整车-商用载货车,1000012588000000-6109040000000000-6109040200000000,汽车--商用车--卡车,b10d000000000000-b10d020000000000-b10d020100000000,否,否,否,171.4343004,汽车,汽车整车
000551.SZ,创元科技,CNE000000FP3,机械设备-专用设备-环保设备,6107000000000000-6107040000000000-1000004605000000,电力设备及新能源--电气设备--输变电设备,b10b000000000000-b10b020000000000-b10b020100000000,否,否,否,35.567148,机械设备,专用设备
000552.SZ,靖远煤电,CNE000000D40,采掘-煤炭开采Ⅱ-煤炭开采Ⅲ,6102000000000000-6102010000000000-6102010100000000,煤炭--煤炭开采洗选--动力煤,b102000000000000-b102010000000000-b102010100000000,否,否,否,69.98131413,采掘,煤炭开采Ⅱ
000553.SZ,安道麦A,CNE0000004V0,化工-化学制品-农药,6103000000000000-6103040000000000-6103040300000000,基础化工--农用化工--农药,b106000000000000-b106010000000000-b106010500000000,否,否,是,195.4997166,化工,化学制品
000554.SZ,泰山石油,CNE000000669,化工-石油化工-石油贸易,6103000000000000-6103050000000000-6103050300000000,石油石化--石油化工--油品销售及仓储,b101000000000000-b101020000000000-b101020400000000,否,否,否,22.64536528,化工,石油化工
000555.SZ,神州信息,CNE000000FM0,计算机-计算机应用-IT服务,1000012601000000-6122020000000000-1000012603000000,计算机--计算机软件--行业应用软件,b10r000000000000-b10r020000000000-b10r020200000000,否,否,否,168.6522653,计算机,计算机应用
000557.SZ,西部创业,CNE000000FQ1,交通运输-铁路运输Ⅱ-铁路运输Ⅲ,6117000000000000-6117070000000000-6117070100000000,交通运输--物流--物流综合,b10o000000000000-b10o020000000000-b10o020200000000,否,否,否,51.33479067,交通运输,铁路运输Ⅱ
000558.SZ,莱茵体育,CNE0000003V2,房地产-房地产开发Ⅱ-房地产开发Ⅲ,6118000000000000-6118010000000000-6118010100000000,房地产--房地产开发和运营--住宅物业开发,b10n000000000000-b10n010000000000-b10n010100000000,否,否,否,39.45025284,房地产,房地产开发Ⅱ
000559.SZ,万向钱潮,CNE000000FB3,汽车-汽车零部件Ⅱ-汽车零部件Ⅲ,1000012588000000-6109030000000000-6109030100000000,汽车--汽车零部件Ⅱ--汽车零部件Ⅲ,b10d000000000000-b10d030000000000-b10d030100000000,否,否,是,218.0502287,汽车,汽车零部件Ⅱ
000560.SZ,我爱我家,CNE000000636,房地产-房地产开发Ⅱ-房地产开发Ⅲ,6118000000000000-6118010000000000-6118010100000000,房地产--房地产服务--物业经纪服务,b10n000000000000-b10n020000000000-b10n020100000000,否,否,否,90.92233285,房地产,房地产开发Ⅱ
000561.SZ,烽火电子,CNE0000005K0,国防军工-航空装备Ⅱ-航空装备Ⅲ,1000012579000000-1000012583000000-1000012584000000,国防军工--其他军工Ⅱ--其他军工Ⅲ,b10c000000000000-b10c030000000000-b10c030100000000,否,否,否,43.35643942,国防军工,航空装备Ⅱ
000563.SZ,陕国投A,CNE0000004F3,非银金融-多元金融Ⅱ-多元金融Ⅲ,1000012613000000-6119010000000000-6119010100000000,非银行金融--多元金融--信托,b10m000000000000-b10m030000000000-b10m030100000000,否,否,是,146.6684753,非银金融,多元金融Ⅱ
000564.SZ,供销大集,CNE0000003W0,商业贸易-一般零售-百货,6120000000000000-1000012591000000-1000012592000000,商贸零售--一般零售--百货,b10e000000000000-b10e010000000000-b10e010100000000,否,否,是,193.21873,商业贸易,一般零售
000565.SZ,渝三峡A,CNE000000305,化工-化学制品-涂料油漆油墨制造,6103000000000000-6103040000000000-6103040500000000,基础化工--其他化学制品Ⅱ--涂料油墨颜料,b106000000000000-b106040000000000-b106040300000000,否,否,否,22.069844,化工,化学制品
000566.SZ,海南海药,CNE0000004W8,医药生物-化学制药-化学制剂,6115000000000000-6115010000000000-6115010200000000,医药--化学制药--化学制剂,b10i000000000000-b10i010000000000-b10i010200000000,否,否,否,119.0357524,医药生物,化学制药
000567.SZ,海德股份,CNE0000005V7,非银金融-多元金融Ⅱ-多元金融Ⅲ,1000012613000000-6119010000000000-6119010100000000,综合金融--多领域控股Ⅱ--多领域控股Ⅲ,1000034812000000-1000034816000000-1000034817000000,否,否,否,61.10053965,非银金融,多元金融Ⅱ
000568.SZ,泸州老窖,CNE000000GF2,食品饮料-饮料制造-白酒,6112000000000000-6112030000000000-6112030100000000,食品饮料--酒类--白酒,b10j000000000000-b10j010000000000-b10j010100000000,否,是,否,2823.310397,食品饮料,饮料制造
000570.SZ,苏常柴A,CNE000000GT3,机械设备-通用机械-内燃机,6107000000000000-6107020000000000-6107020400000000,机械--通用设备--其他通用机械,b10a000000000000-b10a030000000000-b10a030500000000,否,否,否,29.19146495,机械设备,通用机械
000571.SZ,*ST大洲,CNE000000586,采掘-煤炭开采Ⅱ-煤炭开采Ⅲ,6102000000000000-6102010000000000-6102010100000000,综合--综合Ⅱ--综合Ⅲ,b10t000000000000-b10t010000000000-b10t010100000000,否,否,否,23.4450432,采掘,煤炭开采Ⅱ
000572.SZ,ST海马,CNE0000006L6,汽车-汽车整车-乘用车,1000012588000000-6109040000000000-6109040100000000,汽车--乘用车Ⅱ--乘用车Ⅲ,b10d000000000000-b10d010000000000-b10d010100000000,否,否,否,49.83248371,汽车,汽车整车
000573.SZ,粤宏远A,CNE0000003D0,房地产-房地产开发Ⅱ-房地产开发Ⅲ,6118000000000000-6118010000000000-6118010100000000,房地产--房地产开发和运营--住宅物业开发,b10n000000000000-b10n010000000000-b10n010100000000,否,否,否,21.12708799,房地产,房地产开发Ⅱ
000576.SZ,甘化科工,CNE0000005H6,国防军工-地面兵装Ⅱ-地面兵装Ⅲ,1000012579000000-1000012585000000-1000012586000000,食品饮料--食品--调味品,b10j000000000000-b10j030000000000-b10j030200000000,否,否,否,48.58188724,国防军工,地面兵装Ⅱ
000581.SZ,威孚高科,CNE0000002G5,汽车-汽车零部件Ⅱ-汽车零部件Ⅲ,1000012588000000-6109030000000000-6109030100000000,汽车--汽车零部件Ⅱ--汽车零部件Ⅲ,b10d000000000000-b10d030000000000-b10d030100000000,否,否,是,264.2441543,汽车,汽车零部件Ⅱ
000582.SZ,北部湾港,CNE0000001M5,交通运输-港口Ⅱ-港口Ⅲ,6117000000000000-6117010000000000-6117010100000000,交通运输--航运港口--港口,b10o000000000000-b10o030000000000-b10o030200000000,否,否,否,193.8655589,交通运输,港口Ⅱ
000584.SZ,哈工智能,CNE0000001Q6,机械设备-专用设备-其它专用机械,6107000000000000-6107040000000000-6107040700000000,机械--通用设备--工业机器人及工控系统,b10a000000000000-b10a030000000000-1000034751000000,否,否,否,49.53703626,机械设备,专用设备
000585.SZ,*ST东电,CNE000000677,电气设备-高低压设备-高压设备,6107010000000000-1000012574000000-1000012575000000,电力设备及新能源--电气设备--输变电设备,b10b000000000000-b10b020000000000-b10b020100000000,否,否,否,16.768704,电气设备,高低压设备
000586.SZ,汇源通信,CNE0000000H7,通信-通信设备-通信传输设备,1000012611000000-6110020000000000-6110020300000000,通信--通信设备制造--线缆,b10q000000000000-b10q020000000000-b10q020700000000,否,否,否,15.978144,通信,通信设备
000587.SZ,*ST金洲,CNE0000001K9,轻工制造-家用轻工-珠宝首饰,6114000000000000-6114020000000000-1000004626000000,商贸零售--专营连锁--珠宝首饰及钟表,b10e000000000000-1000034765000000-1000034767000000,否,否,否,32.06861488,轻工制造,家用轻工
000589.SZ,贵州轮胎,CNE000000JH2,化工-橡胶-轮胎,6103000000000000-6103070000000000-6103070100000000,基础化工--橡胶及制品--轮胎,b106000000000000-1000034714000000-1000034715000000,否,否,否,52.88017086,化工,橡胶
